"","Resultat","Kontor","Kon","Alder","Utbildare"
"2220","Underkänd","Sollentuna","Man",19,"Privatist"
"2221","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2222","Underkänd","Sollentuna","Man",19,"Privatist"
"2223","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2224","Godkänd","Sollentuna","Man",19,"Privatist"
"2225","Underkänd","Sollentuna","Man",19,"Privatist"
"2226","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2227","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2228","Underkänd","Sollentuna","Man",19,"Privatist"
"2229","Godkänd","Sollentuna","Man",19,"Privatist"
"2230","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2231","Godkänd","Sollentuna","Man",19,"Privatist"
"2232","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2233","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2234","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2235","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2236","Underkänd","Sollentuna","Man",19,"Privatist"
"2237","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2238","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2239","Godkänd","Sollentuna","Man",19,"Privatist"
"2240","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2241","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2242","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2243","Godkänd","Sollentuna","Man",19,"Privatist"
"2244","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2245","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2246","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2247","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2248","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2249","Underkänd","Sollentuna","Man",19,"Privatist"
"2250","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2251","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2252","Godkänd","Sollentuna","Man",19,"Privatist"
"2253","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2254","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2255","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2256","Godkänd","Sollentuna","Man",19,"Privatist"
"2257","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2258","Godkänd","Sollentuna","Man",19,"Privatist"
"2259","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2260","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2261","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2262","Underkänd","Sollentuna","Man",19,"Privatist"
"2263","Godkänd","Sollentuna","Man",19,"Privatist"
"2264","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2265","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2266","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2267","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2268","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2269","Underkänd","Sollentuna","Man",19,"Privatist"
"2270","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2271","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2272","Underkänd","Sollentuna","Man",19,"Privatist"
"2273","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2274","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2275","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2276","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2277","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2278","Underkänd","Sollentuna","Man",19,"Privatist"
"2279","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2280","Godkänd","Sollentuna","Man",19,"Privatist"
"2281","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2282","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2283","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2284","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2285","Underkänd","Sollentuna","Man",19,"Privatist"
"2286","Underkänd","Sollentuna","Man",19,"Privatist"
"2287","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2288","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2289","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2290","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2291","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2292","Underkänd","Sollentuna","Man",19,"Privatist"
"2293","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2294","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2295","Underkänd","Sollentuna","Man",19,"Privatist"
"2296","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2297","Underkänd","Sollentuna","Man",19,"Privatist"
"2298","Underkänd","Sollentuna","Man",19,"Privatist"
"2299","Underkänd","Sollentuna","Man",19,"Privatist"
"2300","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2301","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2302","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2303","Underkänd","Sollentuna","Man",19,"Privatist"
"2304","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2305","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2306","Godkänd","Sollentuna","Man",19,"Privatist"
"2307","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2308","Godkänd","Sollentuna","Man",19,"Privatist"
"2309","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2310","Godkänd","Sollentuna","Man",19,"Privatist"
"2311","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2312","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2313","Underkänd","Sollentuna","Man",19,"Privatist"
"2314","Godkänd","Sollentuna","Man",19,"Privatist"
"2315","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2316","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2317","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2318","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2319","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2320","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2321","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2322","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2323","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2324","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2325","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2326","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2327","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2328","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2329","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2330","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2331","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2332","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2333","Underkänd","Sollentuna","Man",19,"Privatist"
"2334","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2335","Godkänd","Sollentuna","Man",19,"Privatist"
"2336","Underkänd","Sollentuna","Man",19,"Privatist"
"2337","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2338","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2339","Godkänd","Sollentuna","Man",19,"Privatist"
"2340","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2341","Underkänd","Sollentuna","Man",19,"Privatist"
"2342","Godkänd","Sollentuna","Man",19,"Privatist"
"2343","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2344","Godkänd","Sollentuna","Man",19,"Privatist"
"2345","Underkänd","Sollentuna","Man",19,"Privatist"
"2346","Godkänd","Sollentuna","Man",19,"Privatist"
"2347","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2348","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2349","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2350","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2351","Underkänd","Sollentuna","Man",19,"Privatist"
"2352","Godkänd","Sollentuna","Man",19,"Privatist"
"2353","Underkänd","Sollentuna","Man",19,"Privatist"
"2354","Godkänd","Sollentuna","Man",19,"Privatist"
"2355","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2356","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2357","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2358","Godkänd","Sollentuna","Man",19,"Privatist"
"2359","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2360","Underkänd","Sollentuna","Man",19,"Privatist"
"2361","Underkänd","Sollentuna","Man",19,"Privatist"
"2362","Godkänd","Sollentuna","Man",19,"Privatist"
"2363","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2364","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2365","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2366","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2367","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2368","Godkänd","Sollentuna","Man",19,"Privatist"
"2369","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2370","Godkänd","Sollentuna","Man",19,"Privatist"
"2371","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2372","Godkänd","Sollentuna","Man",19,"Privatist"
"2373","Godkänd","Sollentuna","Man",19,"Privatist"
"2374","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2375","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2376","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2377","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2378","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2379","Underkänd","Sollentuna","Man",19,"Privatist"
"2380","Underkänd","Sollentuna","Man",19,"Privatist"
"2381","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2382","Underkänd","Sollentuna","Man",19,"Privatist"
"2383","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2384","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2385","Underkänd","Sollentuna","Man",19,"Privatist"
"2386","Underkänd","Sollentuna","Man",19,"Privatist"
"2387","Underkänd","Sollentuna","Man",19,"Privatist"
"2388","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2389","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2390","Godkänd","Sollentuna","Man",19,"Privatist"
"2391","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2392","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2393","Underkänd","Sollentuna","Man",19,"Privatist"
"2394","Godkänd","Sollentuna","Man",19,"Privatist"
"2395","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2396","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2397","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2398","Underkänd","Sollentuna","Man",19,"Privatist"
"2399","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2400","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2401","Godkänd","Sollentuna","Man",19,"Privatist"
"2402","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2403","Underkänd","Sollentuna","Man",19,"Privatist"
"2404","Underkänd","Sollentuna","Man",19,"Privatist"
"2405","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2406","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2407","Underkänd","Sollentuna","Man",19,"Privatist"
"2408","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2409","Underkänd","Sollentuna","Man",19,"Privatist"
"2410","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2411","Underkänd","Sollentuna","Man",19,"Privatist"
"2412","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2413","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2414","Underkänd","Sollentuna","Man",19,"Privatist"
"2415","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2416","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2417","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2418","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2419","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2420","Underkänd","Sollentuna","Man",19,"Privatist"
"2421","Godkänd","Sollentuna","Man",19,"Privatist"
"2422","Godkänd","Sollentuna","Man",19,"Privatist"
"2423","Underkänd","Sollentuna","Man",19,"Privatist"
"2424","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2425","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2426","Godkänd","Sollentuna","Man",19,"Privatist"
"2427","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2428","Underkänd","Sollentuna","Man",19,"Privatist"
"2429","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2430","Godkänd","Sollentuna","Man",19,"Privatist"
"2431","Godkänd","Sollentuna","Man",19,"Privatist"
"2432","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2433","Godkänd","Sollentuna","Man",19,"Privatist"
"2434","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2435","Underkänd","Sollentuna","Man",19,"Privatist"
"2436","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2437","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2438","Godkänd","Sollentuna","Man",19,"Privatist"
"2439","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2440","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2441","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2442","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2443","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2444","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2445","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2446","Godkänd","Sollentuna","Man",19,"Privatist"
"2447","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2448","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2449","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2450","Underkänd","Sollentuna","Man",19,"Privatist"
"2451","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2452","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2453","Godkänd","Sollentuna","Man",19,"Privatist"
"2454","Underkänd","Sollentuna","Man",19,"Privatist"
"2455","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2456","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2457","Godkänd","Sollentuna","Man",19,"Privatist"
"2458","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2459","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2460","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2461","Underkänd","Sollentuna","Man",19,"Privatist"
"2462","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2463","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2464","Underkänd","Sollentuna","Man",19,"Privatist"
"2465","Underkänd","Sollentuna","Man",19,"Privatist"
"2466","Godkänd","Sollentuna","Man",19,"Privatist"
"2467","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2468","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2469","Underkänd","Sollentuna","Man",19,"Privatist"
"2470","Godkänd","Sollentuna","Man",19,"Privatist"
"2471","Underkänd","Sollentuna","Man",19,"Privatist"
"2472","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2473","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2474","Underkänd","Sollentuna","Man",19,"Privatist"
"2475","Underkänd","Sollentuna","Man",19,"Privatist"
"2476","Godkänd","Sollentuna","Man",19,"Privatist"
"2477","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2478","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2479","Godkänd","Sollentuna","Man",19,"Privatist"
"2480","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2481","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2482","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2483","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2484","Godkänd","Sollentuna","Man",19,"Privatist"
"2485","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2486","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2487","Godkänd","Sollentuna","Man",19,"Privatist"
"2488","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2489","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2490","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2491","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2492","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2493","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2494","Underkänd","Sollentuna","Man",19,"Privatist"
"2495","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2496","Underkänd","Sollentuna","Man",19,"Privatist"
"2497","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2498","Godkänd","Sollentuna","Man",19,"Privatist"
"2499","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2500","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2501","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2502","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2503","Underkänd","Sollentuna","Man",19,"Privatist"
"2504","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2505","Underkänd","Sollentuna","Man",19,"Privatist"
"2506","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2507","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2508","Godkänd","Sollentuna","Man",19,"Privatist"
"2509","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2510","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2511","Godkänd","Sollentuna","Man",19,"Privatist"
"2512","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2513","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2514","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2515","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2516","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2517","Godkänd","Sollentuna","Man",19,"Privatist"
"2518","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2519","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2520","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2521","Godkänd","Sollentuna","Man",19,"Privatist"
"2522","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2523","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2524","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2525","Underkänd","Sollentuna","Man",19,"Privatist"
"2526","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2527","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2528","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2529","Godkänd","Sollentuna","Man",19,"Privatist"
"2530","Underkänd","Sollentuna","Man",19,"Privatist"
"2531","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2532","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2533","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2534","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2535","Godkänd","Sollentuna","Man",19,"Privatist"
"2536","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2537","Underkänd","Sollentuna","Man",19,"Privatist"
"2538","Godkänd","Sollentuna","Man",19,"Privatist"
"2539","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2540","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2541","Underkänd","Sollentuna","Man",19,"Privatist"
"2542","Underkänd","Sollentuna","Man",19,"Privatist"
"2543","Underkänd","Sollentuna","Man",19,"Privatist"
"2544","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2545","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2546","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2547","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2548","Underkänd","Sollentuna","Man",19,"Privatist"
"2549","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2550","Underkänd","Sollentuna","Man",19,"Privatist"
"2551","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2552","Godkänd","Sollentuna","Man",19,"Privatist"
"2553","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2554","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2555","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2556","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2557","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2558","Underkänd","Sollentuna","Man",19,"Privatist"
"2559","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2560","Underkänd","Sollentuna","Man",19,"Privatist"
"2561","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2562","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2563","Underkänd","Sollentuna","Man",19,"Privatist"
"2564","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2565","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2566","Godkänd","Sollentuna","Man",19,"Privatist"
"2567","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2568","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2569","Underkänd","Sollentuna","Man",19,"Privatist"
"2570","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2571","Godkänd","Sollentuna","Man",19,"Privatist"
"2572","Godkänd","Sollentuna","Man",19,"Privatist"
"2573","Godkänd","Sollentuna","Man",19,"Privatist"
"2574","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2575","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2576","Godkänd","Sollentuna","Man",19,"Privatist"
"2577","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2578","Godkänd","Sollentuna","Man",19,"Privatist"
"2579","Underkänd","Sollentuna","Man",19,"Privatist"
"2580","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2581","Godkänd","Sollentuna","Man",19,"Privatist"
"2582","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2583","Underkänd","Sollentuna","Man",19,"Privatist"
"2584","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2585","Underkänd","Sollentuna","Man",19,"Privatist"
"2586","Underkänd","Sollentuna","Man",19,"Privatist"
"2587","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2588","Underkänd","Sollentuna","Man",19,"Privatist"
"2589","Underkänd","Sollentuna","Man",19,"Privatist"
"2590","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2591","Godkänd","Sollentuna","Man",19,"Privatist"
"2592","Underkänd","Sollentuna","Man",19,"Privatist"
"2593","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2594","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2595","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2596","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2597","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2598","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2599","Godkänd","Sollentuna","Man",19,"Privatist"
"2600","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2601","Godkänd","Sollentuna","Man",19,"Privatist"
"2602","Godkänd","Sollentuna","Man",19,"Privatist"
"2603","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2604","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2605","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2606","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2607","Underkänd","Sollentuna","Man",19,"Privatist"
"2608","Godkänd","Sollentuna","Man",19,"Privatist"
"2609","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2610","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2611","Godkänd","Sollentuna","Man",19,"Privatist"
"2612","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2613","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2614","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2615","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2616","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2617","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2618","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2619","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2620","Underkänd","Sollentuna","Man",19,"Privatist"
"2621","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2622","Underkänd","Sollentuna","Man",19,"Privatist"
"2623","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2624","Godkänd","Sollentuna","Man",19,"Privatist"
"2625","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2626","Godkänd","Sollentuna","Man",19,"Privatist"
"2627","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2628","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2629","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2630","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2631","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2632","Underkänd","Sollentuna","Man",19,"Privatist"
"2633","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2634","Godkänd","Sollentuna","Man",19,"Privatist"
"2635","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2636","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2637","Underkänd","Sollentuna","Man",19,"Privatist"
"2638","Underkänd","Sollentuna","Man",19,"Privatist"
"2639","Underkänd","Sollentuna","Man",19,"Privatist"
"2640","Underkänd","Sollentuna","Man",19,"Privatist"
"2641","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2642","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2643","Underkänd","Sollentuna","Man",19,"Trafikskola"
"2644","Godkänd","Sollentuna","Man",19,"Privatist"
"2645","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2646","Underkänd","Sollentuna","Man",19,"Privatist"
"2647","Godkänd","Sollentuna","Man",19,"Trafikskola"
"2648","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2649","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2650","Godkänd","Sollentuna","Man",19,"Privatist"
"2651","Godkänd","Sollentuna","Man",19,"Privatist"
"2652","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2653","Underkänd","Sollentuna","Man",19,"Privatist"
"2654","Godkänd","Sollentuna","Man",19,"Privatist"
"2655","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2656","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2657","Underkänd","Sollentuna","Man",19,"Privatist"
"2658","Underkänd","Sollentuna","Man",19,"Privatist"
"2659","Underkänd","Sollentuna","Man",19,"Privatist"
"2660","Godkänd","Sollentuna","Man",19,"Privatist"
"2661","Underkänd","Sollentuna","Man",19,"Privatist"
"2662","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2663","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2664","Godkänd","Sollentuna","Kvinna",19,"Privatist"
"2665","Underkänd","Sollentuna","Man",19,"Privatist"
"2666","Underkänd","Sollentuna","Kvinna",19,"Privatist"
"2667","Godkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2668","Underkänd","Sollentuna","Kvinna",19,"Trafikskola"
"2669","Godkänd","Sollentuna","Man",19,"Privatist"
