"","Resultat","Kontor","Kon","Alder","Utbildare"
"467","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"468","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"469","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"470","Underkänd","Sollentuna","Man",18,"Trafikskola"
"471","Godkänd","Sollentuna","Man",18,"Trafikskola"
"472","Godkänd","Sollentuna","Man",18,"Privatist"
"473","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"474","Underkänd","Sollentuna","Man",18,"Privatist"
"475","Godkänd","Sollentuna","Man",18,"Trafikskola"
"476","Underkänd","Sollentuna","Man",18,"Trafikskola"
"477","Godkänd","Sollentuna","Man",18,"Trafikskola"
"478","Godkänd","Sollentuna","Man",18,"Privatist"
"479","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"480","Godkänd","Sollentuna","Man",18,"Trafikskola"
"481","Godkänd","Sollentuna","Man",18,"Privatist"
"482","Godkänd","Sollentuna","Man",18,"Trafikskola"
"483","Underkänd","Sollentuna","Man",18,"Trafikskola"
"484","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"485","Godkänd","Sollentuna","Man",18,"Privatist"
"486","Underkänd","Sollentuna","Man",18,"Trafikskola"
"487","Underkänd","Sollentuna","Man",18,"Privatist"
"488","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"489","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"490","Underkänd","Sollentuna","Man",18,"Privatist"
"491","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"492","Underkänd","Sollentuna","Man",18,"Privatist"
"493","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"494","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"495","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"496","Godkänd","Sollentuna","Man",18,"Trafikskola"
"497","Godkänd","Sollentuna","Man",18,"Privatist"
"498","Godkänd","Sollentuna","Man",18,"Trafikskola"
"499","Underkänd","Sollentuna","Man",18,"Privatist"
"500","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"501","Godkänd","Sollentuna","Man",18,"Privatist"
"502","Underkänd","Sollentuna","Man",18,"Trafikskola"
"503","Underkänd","Sollentuna","Man",18,"Privatist"
"504","Underkänd","Sollentuna","Man",18,"Privatist"
"505","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"506","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"507","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"508","Underkänd","Sollentuna","Man",18,"Privatist"
"509","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"510","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"511","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"512","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"513","Godkänd","Sollentuna","Man",18,"Privatist"
"514","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"515","Godkänd","Sollentuna","Man",18,"Trafikskola"
"516","Godkänd","Sollentuna","Man",18,"Privatist"
"517","Underkänd","Sollentuna","Man",18,"Privatist"
"518","Godkänd","Sollentuna","Man",18,"Privatist"
"519","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"520","Underkänd","Sollentuna","Man",18,"Privatist"
"521","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"522","Godkänd","Sollentuna","Man",18,"Privatist"
"523","Godkänd","Sollentuna","Man",18,"Privatist"
"524","Underkänd","Sollentuna","Man",18,"Privatist"
"525","Godkänd","Sollentuna","Man",18,"Privatist"
"526","Godkänd","Sollentuna","Man",18,"Privatist"
"527","Underkänd","Sollentuna","Man",18,"Privatist"
"528","Godkänd","Sollentuna","Man",18,"Trafikskola"
"529","Godkänd","Sollentuna","Man",18,"Trafikskola"
"530","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"531","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"532","Underkänd","Sollentuna","Man",18,"Privatist"
"533","Godkänd","Sollentuna","Man",18,"Privatist"
"534","Underkänd","Sollentuna","Man",18,"Privatist"
"535","Underkänd","Sollentuna","Man",18,"Privatist"
"536","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"537","Underkänd","Sollentuna","Man",18,"Privatist"
"538","Godkänd","Sollentuna","Man",18,"Privatist"
"539","Godkänd","Sollentuna","Man",18,"Privatist"
"540","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"541","Underkänd","Sollentuna","Man",18,"Trafikskola"
"542","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"543","Underkänd","Sollentuna","Man",18,"Trafikskola"
"544","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"545","Godkänd","Sollentuna","Man",18,"Trafikskola"
"546","Underkänd","Sollentuna","Man",18,"Privatist"
"547","Godkänd","Sollentuna","Man",18,"Trafikskola"
"548","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"549","Godkänd","Sollentuna","Man",18,"Privatist"
"550","Godkänd","Sollentuna","Man",18,"Privatist"
"551","Underkänd","Sollentuna","Man",18,"Trafikskola"
"552","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"553","Godkänd","Sollentuna","Man",18,"Privatist"
"554","Godkänd","Sollentuna","Man",18,"Privatist"
"555","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"556","Underkänd","Sollentuna","Man",18,"Privatist"
"557","Godkänd","Sollentuna","Man",18,"Trafikskola"
"558","Godkänd","Sollentuna","Man",18,"Privatist"
"559","Godkänd","Sollentuna","Man",18,"Trafikskola"
"560","Godkänd","Sollentuna","Man",18,"Trafikskola"
"561","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"562","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"563","Godkänd","Sollentuna","Man",18,"Trafikskola"
"564","Godkänd","Sollentuna","Man",18,"Trafikskola"
"565","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"566","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"567","Godkänd","Sollentuna","Man",18,"Trafikskola"
"568","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"569","Underkänd","Sollentuna","Man",18,"Trafikskola"
"570","Underkänd","Sollentuna","Man",18,"Privatist"
"571","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"572","Underkänd","Sollentuna","Man",18,"Privatist"
"573","Underkänd","Sollentuna","Man",18,"Privatist"
"574","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"575","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"576","Underkänd","Sollentuna","Man",18,"Privatist"
"577","Godkänd","Sollentuna","Man",18,"Privatist"
"578","Underkänd","Sollentuna","Man",18,"Privatist"
"579","Underkänd","Sollentuna","Man",18,"Privatist"
"580","Underkänd","Sollentuna","Man",18,"Privatist"
"581","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"582","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"583","Godkänd","Sollentuna","Man",18,"Privatist"
"584","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"585","Godkänd","Sollentuna","Man",18,"Trafikskola"
"586","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"587","Godkänd","Sollentuna","Man",18,"Trafikskola"
"588","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"589","Underkänd","Sollentuna","Man",18,"Trafikskola"
"590","Godkänd","Sollentuna","Man",18,"Trafikskola"
"591","Underkänd","Sollentuna","Man",18,"Privatist"
"592","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"593","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"594","Underkänd","Sollentuna","Man",18,"Trafikskola"
"595","Godkänd","Sollentuna","Man",18,"Privatist"
"596","Underkänd","Sollentuna","Man",18,"Trafikskola"
"597","Underkänd","Sollentuna","Man",18,"Privatist"
"598","Godkänd","Sollentuna","Man",18,"Privatist"
"599","Godkänd","Sollentuna","Man",18,"Privatist"
"600","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"601","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"602","Underkänd","Sollentuna","Man",18,"Trafikskola"
"603","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"604","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"605","Godkänd","Sollentuna","Man",18,"Trafikskola"
"606","Godkänd","Sollentuna","Man",18,"Privatist"
"607","Godkänd","Sollentuna","Man",18,"Trafikskola"
"608","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"609","Godkänd","Sollentuna","Man",18,"Trafikskola"
"610","Godkänd","Sollentuna","Man",18,"Privatist"
"611","Godkänd","Sollentuna","Man",18,"Trafikskola"
"612","Godkänd","Sollentuna","Man",18,"Trafikskola"
"613","Underkänd","Sollentuna","Man",18,"Privatist"
"614","Underkänd","Sollentuna","Man",18,"Privatist"
"615","Godkänd","Sollentuna","Man",18,"Privatist"
"616","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"617","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"618","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"619","Underkänd","Sollentuna","Man",18,"Trafikskola"
"620","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"621","Underkänd","Sollentuna","Man",18,"Trafikskola"
"622","Godkänd","Sollentuna","Man",18,"Trafikskola"
"623","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"624","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"625","Godkänd","Sollentuna","Man",18,"Trafikskola"
"626","Godkänd","Sollentuna","Man",18,"Privatist"
"627","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"628","Godkänd","Sollentuna","Man",18,"Privatist"
"629","Godkänd","Sollentuna","Man",18,"Privatist"
"630","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"631","Underkänd","Sollentuna","Man",18,"Privatist"
"632","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"633","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"634","Godkänd","Sollentuna","Man",18,"Trafikskola"
"635","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"636","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"637","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"638","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"639","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"640","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"641","Godkänd","Sollentuna","Man",18,"Privatist"
"642","Godkänd","Sollentuna","Man",18,"Privatist"
"643","Godkänd","Sollentuna","Man",18,"Privatist"
"644","Godkänd","Sollentuna","Man",18,"Privatist"
"645","Godkänd","Sollentuna","Man",18,"Privatist"
"646","Underkänd","Sollentuna","Man",18,"Privatist"
"647","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"648","Underkänd","Sollentuna","Man",18,"Privatist"
"649","Godkänd","Sollentuna","Man",18,"Trafikskola"
"650","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"651","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"652","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"653","Underkänd","Sollentuna","Man",18,"Trafikskola"
"654","Godkänd","Sollentuna","Man",18,"Trafikskola"
"655","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"656","Godkänd","Sollentuna","Man",18,"Privatist"
"657","Godkänd","Sollentuna","Man",18,"Privatist"
"658","Godkänd","Sollentuna","Man",18,"Trafikskola"
"659","Godkänd","Sollentuna","Man",18,"Trafikskola"
"660","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"661","Godkänd","Sollentuna","Man",18,"Privatist"
"662","Underkänd","Sollentuna","Man",18,"Privatist"
"663","Godkänd","Sollentuna","Man",18,"Privatist"
"664","Underkänd","Sollentuna","Man",18,"Privatist"
"665","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"666","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"667","Godkänd","Sollentuna","Man",18,"Privatist"
"668","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"669","Godkänd","Sollentuna","Man",18,"Privatist"
"670","Underkänd","Sollentuna","Man",18,"Privatist"
"671","Underkänd","Sollentuna","Man",18,"Trafikskola"
"672","Godkänd","Sollentuna","Man",18,"Privatist"
"673","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"674","Godkänd","Sollentuna","Man",18,"Privatist"
"675","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"676","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"677","Underkänd","Sollentuna","Man",18,"Trafikskola"
"678","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"679","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"680","Godkänd","Sollentuna","Man",18,"Trafikskola"
"681","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"682","Underkänd","Sollentuna","Man",18,"Privatist"
"683","Godkänd","Sollentuna","Man",18,"Trafikskola"
"684","Underkänd","Sollentuna","Man",18,"Privatist"
"685","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"686","Underkänd","Sollentuna","Man",18,"Privatist"
"687","Underkänd","Sollentuna","Man",18,"Privatist"
"688","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"689","Underkänd","Sollentuna","Man",18,"Privatist"
"690","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"691","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"692","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"693","Godkänd","Sollentuna","Man",18,"Privatist"
"694","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"695","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"696","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"697","Godkänd","Sollentuna","Man",18,"Trafikskola"
"698","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"699","Underkänd","Sollentuna","Man",18,"Trafikskola"
"700","Godkänd","Sollentuna","Man",18,"Trafikskola"
"701","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"702","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"703","Underkänd","Sollentuna","Man",18,"Privatist"
"704","Godkänd","Sollentuna","Man",18,"Trafikskola"
"705","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"706","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"707","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"708","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"709","Godkänd","Sollentuna","Man",18,"Trafikskola"
"710","Underkänd","Sollentuna","Man",18,"Privatist"
"711","Godkänd","Sollentuna","Man",18,"Trafikskola"
"712","Godkänd","Sollentuna","Man",18,"Trafikskola"
"713","Underkänd","Sollentuna","Man",18,"Privatist"
"714","Underkänd","Sollentuna","Man",18,"Trafikskola"
"715","Godkänd","Sollentuna","Man",18,"Privatist"
"716","Underkänd","Sollentuna","Man",18,"Privatist"
"717","Underkänd","Sollentuna","Man",18,"Privatist"
"718","Godkänd","Sollentuna","Man",18,"Privatist"
"719","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"720","Godkänd","Sollentuna","Man",18,"Privatist"
"721","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"722","Underkänd","Sollentuna","Man",18,"Privatist"
"723","Underkänd","Sollentuna","Man",18,"Privatist"
"724","Godkänd","Sollentuna","Man",18,"Privatist"
"725","Godkänd","Sollentuna","Man",18,"Trafikskola"
"726","Godkänd","Sollentuna","Man",18,"Privatist"
"727","Godkänd","Sollentuna","Man",18,"Privatist"
"728","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"729","Underkänd","Sollentuna","Man",18,"Privatist"
"730","Underkänd","Sollentuna","Man",18,"Privatist"
"731","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"732","Godkänd","Sollentuna","Man",18,"Privatist"
"733","Underkänd","Sollentuna","Man",18,"Privatist"
"734","Underkänd","Sollentuna","Man",18,"Trafikskola"
"735","Godkänd","Sollentuna","Man",18,"Trafikskola"
"736","Godkänd","Sollentuna","Man",18,"Privatist"
"737","Godkänd","Sollentuna","Man",18,"Privatist"
"738","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"739","Godkänd","Sollentuna","Man",18,"Privatist"
"740","Underkänd","Sollentuna","Man",18,"Privatist"
"741","Godkänd","Sollentuna","Man",18,"Privatist"
"742","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"743","Godkänd","Sollentuna","Man",18,"Privatist"
"744","Godkänd","Sollentuna","Man",18,"Trafikskola"
"745","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"746","Godkänd","Sollentuna","Man",18,"Trafikskola"
"747","Godkänd","Sollentuna","Man",18,"Trafikskola"
"748","Godkänd","Sollentuna","Man",18,"Trafikskola"
"749","Godkänd","Sollentuna","Man",18,"Privatist"
"750","Underkänd","Sollentuna","Man",18,"Privatist"
"751","Underkänd","Sollentuna","Man",18,"Privatist"
"752","Godkänd","Sollentuna","Man",18,"Privatist"
"753","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"754","Underkänd","Sollentuna","Man",18,"Trafikskola"
"755","Underkänd","Sollentuna","Man",18,"Privatist"
"756","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"757","Godkänd","Sollentuna","Man",18,"Privatist"
"758","Godkänd","Sollentuna","Man",18,"Privatist"
"759","Underkänd","Sollentuna","Man",18,"Privatist"
"760","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"761","Underkänd","Sollentuna","Man",18,"Privatist"
"762","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"763","Godkänd","Sollentuna","Man",18,"Privatist"
"764","Underkänd","Sollentuna","Man",18,"Privatist"
"765","Underkänd","Sollentuna","Man",18,"Privatist"
"766","Godkänd","Sollentuna","Man",18,"Trafikskola"
"767","Godkänd","Sollentuna","Man",18,"Privatist"
"768","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"769","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"770","Godkänd","Sollentuna","Man",18,"Privatist"
"771","Godkänd","Sollentuna","Man",18,"Trafikskola"
"772","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"773","Underkänd","Sollentuna","Man",18,"Privatist"
"774","Godkänd","Sollentuna","Man",18,"Privatist"
"775","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"776","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"777","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"778","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"779","Underkänd","Sollentuna","Man",18,"Privatist"
"780","Godkänd","Sollentuna","Man",18,"Privatist"
"781","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"782","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"783","Godkänd","Sollentuna","Man",18,"Privatist"
"784","Underkänd","Sollentuna","Man",18,"Privatist"
"785","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"786","Underkänd","Sollentuna","Man",18,"Privatist"
"787","Godkänd","Sollentuna","Man",18,"Privatist"
"788","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"789","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"790","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"791","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"792","Godkänd","Sollentuna","Man",18,"Privatist"
"793","Underkänd","Sollentuna","Man",18,"Trafikskola"
"794","Underkänd","Sollentuna","Man",18,"Privatist"
"795","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"796","Godkänd","Sollentuna","Kvinna",18,"Privatist"
"797","Underkänd","Sollentuna","Man",18,"Privatist"
"798","Underkänd","Sollentuna","Man",18,"Trafikskola"
"799","Underkänd","Sollentuna","Man",18,"Privatist"
"800","Godkänd","Sollentuna","Man",18,"Privatist"
"801","Godkänd","Sollentuna","Man",18,"Trafikskola"
"802","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"803","Godkänd","Sollentuna","Man",18,"Trafikskola"
"804","Godkänd","Sollentuna","Man",18,"Privatist"
"805","Godkänd","Sollentuna","Man",18,"Trafikskola"
"806","Underkänd","Sollentuna","Man",18,"Trafikskola"
"807","Godkänd","Sollentuna","Man",18,"Privatist"
"808","Underkänd","Sollentuna","Man",18,"Privatist"
"809","Underkänd","Sollentuna","Man",18,"Privatist"
"810","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"811","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"812","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"813","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"814","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"815","Godkänd","Sollentuna","Man",18,"Privatist"
"816","Godkänd","Sollentuna","Man",18,"Privatist"
"817","Underkänd","Sollentuna","Man",18,"Privatist"
"818","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"819","Godkänd","Sollentuna","Man",18,"Trafikskola"
"820","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"821","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"822","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"823","Underkänd","Sollentuna","Man",18,"Trafikskola"
"824","Godkänd","Sollentuna","Man",18,"Trafikskola"
"825","Underkänd","Sollentuna","Man",18,"Privatist"
"826","Godkänd","Sollentuna","Man",18,"Privatist"
"827","Underkänd","Sollentuna","Man",18,"Privatist"
"828","Godkänd","Sollentuna","Man",18,"Privatist"
"829","Godkänd","Sollentuna","Man",18,"Privatist"
"830","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"831","Underkänd","Sollentuna","Kvinna",18,"Trafikskola"
"832","Godkänd","Sollentuna","Man",18,"Privatist"
"833","Godkänd","Sollentuna","Man",18,"Privatist"
"834","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"835","Underkänd","Sollentuna","Kvinna",18,"Privatist"
"836","Underkänd","Sollentuna","Man",18,"Privatist"
"837","Godkänd","Sollentuna","Kvinna",18,"Trafikskola"
"838","Underkänd","Sollentuna","Kvinna",18,"Privatist"
